,Unnamed: 0,CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE,lon,lat
382,383,CERTIFIED,"CALIFORNIA GIANT, INC.",CHIEF EXECUTIVES,EXECUTIVE DIRECTOR - BLUEBERRY DIVISION,Y,127795.0,2016.0,"WATSONVILLE, CALIFORNIA",-121.7568946,36.910231
383,384,CERTIFIED-WITHDRAWN,CORK ALLIANCE INC,CHIEF EXECUTIVES,CHIEF OPERATIONS OFFICER,Y,113090.0,2016.0,"DORAL, FLORIDA",-80.3553302,25.8195424
384,385,CERTIFIED,CORK ALLIANCE INC,CHIEF EXECUTIVES,CHIEF OPERATIONS OFFICER,Y,113090.0,2016.0,"DORAL, FLORIDA",-80.3553302,25.8195424
385,386,CERTIFIED,ALTO USA LLC,CHIEF EXECUTIVES,CEO,Y,205629.0,2016.0,"MIAMI, FLORIDA",-80.1917902,25.7616798
386,387,CERTIFIED,"PUERTO RICO SCIENCE, TECHNOLOGY AND RESEARCH TRUST",CHIEF EXECUTIVES,EXECUTIVE DIRECTOR,Y,83866.0,2016.0,"RIO PIEDRAS, PUERTO RICO",,
387,388,CERTIFIED,UPGRADE 3D LLC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,164445.0,2016.0,"BOULDER, COLORADO",-105.2705456,40.0149856
388,389,DENIED,"VIA PACIFICA CA, INC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,103290.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
389,390,CERTIFIED,"JOSEPH PRINCE MINISTRIES, INC.",CHIEF EXECUTIVES,DIRECTOR OF BUSINESS DEVELOPMENT,Y,118290.0,2016.0,"SOUTHLAKE, TEXAS",-97.13417829999999,32.9412363
390,391,CERTIFIED,"GETMII, INC.",CHIEF EXECUTIVES,"CO-FOUNDER, HEAD OF PRODUCT",Y,119184.0,2016.0,"ALLSTON, MASSACHUSETTS",-71.13371120000001,42.3539038
391,392,CERTIFIED,CARTRIDGE WORLD,CHIEF EXECUTIVES,GLOBAL CHIEF OPERATING OFFICER,Y,130853.0,2016.0,"MCHENRY, ILLINOIS",-88.26675340000001,42.333355
392,393,CERTIFIED,CARTRIDGE WORLD,CHIEF EXECUTIVES,GLOBAL CHIEF OPERATING OFFICER,Y,130853.0,2016.0,"MCHENRY, ILLINOIS",-88.26675340000001,42.333355
393,394,CERTIFIED,CARTRIDGE WORLD,CHIEF EXECUTIVES,GLOBAL CHIEF OPERATING OFFICER,Y,130853.0,2016.0,"MCHENRY, ILLINOIS",-88.26675340000001,42.333355
394,395,CERTIFIED,VICTORY HILL ENTERTAINMENT GROUP LLC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,256173.0,2016.0,"SHERMAN OAKS, CALIFORNIA",-118.451357,34.1489719
395,396,CERTIFIED,"BON WORTH, INC.",CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,125424.0,2016.0,"HENDERSONVILLE, NORTH CAROLINA",,
396,397,CERTIFIED,IMPERIAL PACIFIC INTERNATIONAL CNMI,CHIEF EXECUTIVES,SENIOR VICE PRESIDENT OF HOTEL OPERATIONS,Y,214790.0,2016.0,"SAIPAN, NA",145.72978909999998,15.151515300000002
397,398,DENIED,"DON IGNACIO CULINARY ARTS SCHOOL, INC.",CHIEF EXECUTIVES,PRESIDENT AND CHIEF EXECUTIVE OFFICER,Y,2648400.0,2016.0,"DORAL, FLORIDA",-80.3553302,25.8195424
398,399,CERTIFIED,INFOCOMM INVESTMENTS (US) LLC,CHIEF EXECUTIVES,DIRECTOR,Y,226574.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
399,400,WITHDRAWN,"CLASSIC SLEEPCARE, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,215176.0,2016.0,"AGOURA HILLS, CALIFORNIA",-118.7616764,34.1533395
400,401,CERTIFIED,INFRASCALE INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,204672.0,2016.0,"EL SEGUNDO, CALIFORNIA",-118.4164652,33.9191799
401,402,CERTIFIED,"COLLINEAR NETWORKS, INC.",CHIEF EXECUTIVES,EXECUTIVE CHAIRMAN,Y,187200.0,2016.0,"DENVER, COLORADO",-104.990251,39.739235799999996
402,403,CERTIFIED-WITHDRAWN,"RIO TINTO MINERALS, INC.",CHIEF EXECUTIVES,CHIEF COMMERCIAL OFFICER,Y,229341.0,2016.0,"GREENWOOD VILLAGE, COLORADO",-104.95081409999999,39.6172101
403,404,CERTIFIED-WITHDRAWN,ASKLEPION PHARMACEUTICALS LLC,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,245606.0,2016.0,"BALTIMORE, MARYLAND",-76.6121893,39.2903848
404,405,CERTIFIED-WITHDRAWN,"ORION HEALTH, INC.",CHIEF EXECUTIVES,"EXECUTIVE VICE PRESIDENT, GLOBAL SERVICES",Y,249995.0,2016.0,"SANTA MONICA, CALIFORNIA",-118.4911912,34.01945429999999
405,406,CERTIFIED,STEWART & STEVENSON LLC,CHIEF EXECUTIVES,"EXECUTIVE CHAIRMAN, STEWART & STEVENSON POWER PRODUCTS",Y,228946.0,2016.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
406,407,CERTIFIED-WITHDRAWN,BIORASI LLC,CHIEF EXECUTIVES,"SR. VP, BUSINESS DEVELOPMENT",Y,205629.0,2016.0,"MIAMI, FLORIDA",-80.1917902,25.7616798
407,408,WITHDRAWN,ALPHA USA,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,142771.0,2016.0,"BANNOCKBURN, ILLINOIS",-87.8664579,42.1933581
408,409,DENIED,STEWART & STEVENSON LLC,CHIEF EXECUTIVES,"EXECUTIVE CHAIRMAN, STEWART & STEVENSON POWER PRODUCTS",Y,228946.0,2016.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
409,410,CERTIFIED,"AUSFILM USA, INC.",CHIEF EXECUTIVES,PRESIDENT,Y,117998.0,2016.0,"LOS ANGELES, CALIFORNIA",-118.24368490000002,34.0522342
410,411,CERTIFIED,"OAKTREE CAPITAL MANAGEMENT, L.P.",CHIEF EXECUTIVES,SENIOR VICE PRESIDENT,Y,164050.0,2016.0,"LOS ANGELES, CALIFORNIA",-118.24368490000002,34.0522342
411,412,CERTIFIED,"ARISTOCRAT TECHNOLOGIES, INC.",CHIEF EXECUTIVES,VP - GLOBAL TALENT ACQUISITON & HR DIGITAL DIVISIONS,Y,177528.0,2016.0,"LAS VEGAS, NEVADA",-115.13982959999998,36.169941200000004
412,413,CERTIFIED,"HAWKWOOD ENERGY, LLC",CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,219523.0,2016.0,"DENVER, COLORADO",-104.990251,39.739235799999996
413,414,CERTIFIED-WITHDRAWN,BEAM SUNTORY INC.,CHIEF EXECUTIVES,VICE PRESIDENT AMERICAS AND GLOBAL MARKETING,Y,238368.0,2016.0,"DEERFIELD, ILLINOIS",-87.8445119,42.171136499999996
414,415,DENIED,STRATOSMEDIA INC,CHIEF EXECUTIVES,CEO,Y,215862.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
415,416,CERTIFIED,HARTSHORNE MINING GROUP LLC,CHIEF EXECUTIVES,EXECUTIVE DIRECTOR,Y,114941.0,2016.0,"EVANSVILLE, INDIANA",-87.5710898,37.9715592
416,417,CERTIFIED,"BURLEIGH POINT, LTD.",CHIEF EXECUTIVES,GLOBAL PRESIDENT BILLABONG,Y,187200.0,2016.0,"IRVINE, CALIFORNIA",-117.79469420000001,33.6839473
417,418,CERTIFIED,ALPHA USA,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,142771.0,2016.0,"BANNOCKBURN, ILLINOIS",-87.8664579,42.1933581
418,419,DENIED,STRATOSMEDIA INC,CHIEF EXECUTIVES,CEO,Y,215862.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
419,420,CERTIFIED,BEAM SUNTORY INC.,CHIEF EXECUTIVES,"VICE PRESIDENT HUMAN RESOURCES, AMERICAS & GLOBAL MARKETING",Y,238368.0,2016.0,"DEERFIELD, ILLINOIS",-87.8445119,42.171136499999996
420,421,DENIED,"PINCHME GROUP, INC",CHIEF EXECUTIVES,CEO/CHAIRMAN,Y,233418.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
421,422,CERTIFIED,"SERRAVIEW AMERICA, INC.",CHIEF EXECUTIVES,CHEIF EXECUTIVE OFFICER,Y,187200.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
422,423,CERTIFIED,SWEET GREEN FIELDS USA LLC,CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,191859.0,2016.0,"BELLINGHAM, WASHINGTON",-122.4786854,48.7519112
423,424,CERTIFIED,SINO GRINDING (AMERICAS) INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,89274.0,2016.0,"MESA, ARIZONA",-111.83147240000001,33.4151843
424,425,DENIED,STRATOSMEDIA INC,CHIEF EXECUTIVES,CEO,Y,215862.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
425,426,WITHDRAWN,"SFORZANDO, INC.",CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,187200.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
426,427,CERTIFIED,"SFORZANDO, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
427,428,CERTIFIED,"DTP COMM DEV, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,225035.0,2016.0,"LAS VEGAS, NEVADA",-115.13982959999998,36.169941200000004
428,429,WITHDRAWN,POIT LLC,CHIEF EXECUTIVES,VICE PRESIDENT OF SALES,Y,187200.0,2016.0,"DALLAS, TEXAS",-96.7969879,32.7766642
429,430,CERTIFIED,DRUGDEV INC.,CHIEF EXECUTIVES,EXECUTIVE CHAIRMAN,Y,187200.0,2016.0,"WAYNE, PENNSYLVANIA",-75.3698895,40.041599600000005
430,431,CERTIFIED,MATILDA MEDIA GROUP LLC,CHIEF EXECUTIVES,PRESIDENT,Y,187200.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
431,432,CERTIFIED,POIT LLC,CHIEF EXECUTIVES,VICE PRESIDENT OF SALES,Y,187200.0,2016.0,"DALLAS, TEXAS",-96.7969879,32.7766642
432,433,CERTIFIED,"MCCHRYSTAL GROUP, LLC",CHIEF EXECUTIVES,"PRESIDENT, NORTHEAST REGION",Y,241842.0,2016.0,"ALEXANDRIA, VIRGINIA",-77.0469214,38.804835499999996
433,434,CERTIFIED,WARNER BROS. ENTERTAINMENT INC.,CHIEF EXECUTIVES,"SENIOR VICE PRESIDENT, PHYSICAL PRODUCTION",Y,164050.0,2016.0,"BURBANK, CALIFORNIA",-118.30896609999998,34.18083920000001
434,435,CERTIFIED,WARNER BROS. STUDIO ENTERPRISES INC.,CHIEF EXECUTIVES,"SENIOR VICE PRESIDENT, PHYSICAL PRODUCTION",Y,164050.0,2016.0,"BURBANK, CALIFORNIA",-118.30896609999998,34.18083920000001
435,436,CERTIFIED,THE COCA-COLA COMPANY,CHIEF EXECUTIVES,"CHIEF INFORMATION OFFICER, BUSINESS UNIT IT SERVICES",Y,246314.0,2016.0,"ATLANTA, GEORGIA",-84.3879824,33.7489954
436,437,CERTIFIED,"DTZ AMERICAS, INC.",CHIEF EXECUTIVES,GLOBAL CHIEF HUMAN RESOURCES & STRATEGY OFFICER,Y,226699.0,2016.0,"CHICAGO, ILLINOIS",-87.62979820000001,41.8781136
437,438,CERTIFIED,PRESCO INC.,CHIEF EXECUTIVES,CHIEF OPERATIONS OFFICER,Y,145000.0,2016.0,"SAN JUAN CAPISTRANO, CALIFORNIA",-117.66255090000001,33.5016932
438,439,CERTIFIED,"HAILE GOLD MINE, INC.",CHIEF EXECUTIVES,EVP & CHIEF DEVELOPMENT OFFICER,Y,188843.0,2016.0,"KERSHAW, SOUTH CAROLINA",,
439,440,DENIED,MCLEAREN ROAD PROPERTY OWNER LLC,CHIEF EXECUTIVES,CHIEF EXECUTIVE,Y,103480.0,2016.0,"WASHINGTON, DISTRICT OF COLUMBIA",-77.03687070000001,38.9071923
440,441,DENIED,MUSIC ICON INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER & PRESIDENT,Y,256173.0,2016.0,"LOS ANGELES, CALIFORNIA",-118.24368490000002,34.0522342
441,442,CERTIFIED,STRYKER CORPORATION,CHIEF EXECUTIVES,"VP, COMPLIANCE & RISK MANAGEMENT",Y,189862.0,2016.0,"KALAMAZOO, MICHIGAN",-85.5872286,42.291706899999994
442,443,DENIED,MCLEAREN ROAD PROPERTY OWNER LLC,CHIEF EXECUTIVES,CHIEF EXECUTIVE,Y,103480.0,2016.0,"WASHINGTON, DISTRICT OF COLUMBIA",-77.03687070000001,38.9071923
443,444,CERTIFIED,NICHOLAS THE LABEL LLC,CHIEF EXECUTIVES,CEO,Y,256173.0,2016.0,"LOS ANGELES, CALIFORNIA",-118.24368490000002,34.0522342
444,445,CERTIFIED,PARNELL CORPORATE SERVICES US INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,157581.0,2016.0,"OVERLAND PARK, KANSAS",-94.6707917,38.9822282
445,446,CERTIFIED,"RODAN & FIELDS, LLC",CHIEF EXECUTIVES,"VP, DIGITAL PRODUCTS & DIGITAL MARKETING",Y,256173.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
446,447,CERTIFIED,BABSON CAPITAL MANAGEMENT LLC,CHIEF EXECUTIVES,"MANAGING DIRECTOR, GLOBAL HEAD OF RETAIL/WEALTH SALES",Y,187200.0,2016.0,"CHARLOTTE, NORTH CAROLINA",-80.8431267,35.2270869
447,448,CERTIFIED,BRYDGE TECHNOLOGIES INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,197683.0,2016.0,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
448,449,CERTIFIED,"SUNSHINE MINTING, INC.",CHIEF EXECUTIVES,EXECUTIVE VICE PRESIDENT OF OPERATIONS AND GENERAL MANAGER,Y,130021.0,2016.0,"LAS VEGAS, NEVADA",-115.13982959999998,36.169941200000004
449,450,DENIED,"ACCREDITATION ASSOCIATION FOR AMBULATORY HEALTH CARE, INC.",CHIEF EXECUTIVES,"VICE-PRESIDENT, AMBULATORY OPERATIONS",Y,151624.0,2016.0,"SKOKIE, ILLINOIS",-87.7416246,42.0324025
450,451,CERTIFIED,"JINDILLI, INC.",CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,130853.0,2016.0,"OAKBROOK TERRACE, ILLINOIS",-87.9645077,41.8500302
451,452,CERTIFIED,BATTERY MARKETING ASSOCIATES INC,CHIEF EXECUTIVES,COO,Y,102190.0,2016.0,"JACKSONVILLE, FLORIDA",-81.655651,30.3321838
452,453,DENIED,BLUESPOTPARK INC.,CHIEF EXECUTIVES,CHIEF TECHNICAL OFFICER,Y,75587.2,2016.0,"HONOLULU, HAWAII",-157.8583333,21.3069444
453,454,CERTIFIED-WITHDRAWN,"WEARE8, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
454,455,CERTIFIED,"MUSIC ICON, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER & PRESIDENT,Y,256173.0,2016.0,"LOS ANGELES, CALIFORNIA",-118.24368490000002,34.0522342
455,456,CERTIFIED,"VENTANA MEDICAL SYSTEMS, INC.",CHIEF EXECUTIVES,"VP, CLINCIAL SCIENCE",Y,149864.0,2016.0,"TUCSON, ARIZONA",-110.926479,32.2217429
456,457,CERTIFIED,ISATUS INC.,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,82930.0,2016.0,"CHICAGO, ILLINOIS",-87.62979820000001,41.8781136
457,458,CERTIFIED,BLUESPOTPARK INC.,CHIEF EXECUTIVES,CHIEF TECHNICAL OFFICER,Y,75587.2,2016.0,"HONOLULU, HAWAII",-157.8583333,21.3069444
458,459,CERTIFIED-WITHDRAWN,MCLEAREN ROAD PROPERTY OWNER LLC,CHIEF EXECUTIVES,CHIEF EXECUTIVE,Y,103480.0,2016.0,"WASHINGTON, DISTRICT OF COLUMBIA",-77.03687070000001,38.9071923
459,460,CERTIFIED,"WEARE8, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
460,461,DENIED,"ACCREDITATION ASSOCIATION FOR AMBULATORY HEALTH CARE, INC.",CHIEF EXECUTIVES,"VICE PRESIDENT, AMBULATORY OPERATIONS",Y,151624.0,2016.0,"SKOKIE, ILLINOIS",-87.7416246,42.0324025
461,462,CERTIFIED,"PROPERTY CONNECT, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE,Y,130021.0,2016.0,"LAS VEGAS, NEVADA",-115.13982959999998,36.169941200000004
462,463,CERTIFIED,"SUNIZO, LLC",CHIEF EXECUTIVES,CHIEF FINANCIAL OFFICER,Y,94723.0,2016.0,"FORT MYERS, FLORIDA",-81.87230840000001,26.640628000000003
463,464,CERTIFIED,"ARISTOCRAT TECHNOLOGIES, INC.",CHIEF EXECUTIVES,SENIOR VICE PRESIDENT-GLOBAL GAMING OPERATIONS,Y,225035.0,2016.0,"LAS VEGAS, NEVADA",-115.13982959999998,36.169941200000004
464,465,CERTIFIED,BLUECATS INC,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,94370.0,2016.0,"AUSTIN, TEXAS",-97.7430608,30.267153000000004
465,466,CERTIFIED,"ACCREDITATION ASSOCIATION FOR AMBULATORY HEALTH CARE, INC.",CHIEF EXECUTIVES,"VICE PRESIDENT, AMBULATORY OPERATIONS",Y,151624.0,2016.0,"SKOKIE, ILLINOIS",-87.7416246,42.0324025
466,467,CERTIFIED,ENSR MEDICAL INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE,Y,130853.0,2016.0,"CHICAGO, ILLINOIS",-87.62979820000001,41.8781136
467,468,DENIED,NOGGIN IT INC,CHIEF EXECUTIVES,PRESIDENT &AMP; CEO,Y,236595.0,2016.0,"WALNUT CREEK, CALIFORNIA",-122.06518190000001,37.9100783
468,469,CERTIFIED,LIFESKINS INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200.0,2016.0,"SAUSALITO, CALIFORNIA",-122.4852507,37.8590937
469,470,CERTIFIED,NOGGIN IT INC,CHIEF EXECUTIVES,PRESIDENT &AMP; CEO,Y,236595.0,2016.0,"WALNUT CREEK, CALIFORNIA",-122.06518190000001,37.9100783
470,471,DENIED,ETHOS RESEARCH &AMP; DEVELOPMENT LLC,CHIEF EXECUTIVES,CHIEF SCIENTIFIC OFFICER,Y,155958.0,2016.0,"NEWPORT, KENTUCKY",,
471,472,CERTIFIED,MONDO VENTURES INC.,CHIEF EXECUTIVES,CHIEF ECECUTIVE,Y,187200.0,2016.0,"SAUSALITO, CALIFORNIA",-122.4852507,37.8590937
472,473,WITHDRAWN,"IMPERIAL PACIFIC INTERNATIONAL (CNMI), LLC",CHIEF EXECUTIVES,VICE PRESIDENT OF OPERATIONS -INTERNATIONAL MARKETING,Y,120390.4,2016.0,"SAIPAN, NA",145.72978909999998,15.151515300000002
473,474,CERTIFIED,"BARFRESH, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,164050.0,2016.0,"BEVERLY HILLS, CALIFORNIA",-118.40035630000001,34.073620399999996
474,475,CERTIFIED,"IMPERIAL PACIFIC INTERNATIONAL (CNMI), LLC",CHIEF EXECUTIVES,VICE PRESIDENT OF OPERATIONS - INTERNATIONAL MARKETING,Y,120390.4,2016.0,"SAIPAN, NA",145.72978909999998,15.151515300000002
475,476,CERTIFIED,TWENTIETH CENTURY FOX FILM CORPORATION,CHIEF EXECUTIVES,"VICE PRESIDENT, CORPORATE COMPLIANCE",Y,210122.0,2016.0,"LOS ANGELES, CALIFORNIA",-118.24368490000002,34.0522342
476,477,CERTIFIED,SECTION.IO INCORPORATED,CHIEF EXECUTIVES,CHIEF EXECUTIVE,Y,127795.0,2016.0,"BOULDER, COLORADO",-105.2705456,40.0149856
477,478,CERTIFIED,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,CHIEF EXECUTIVES,"EXECUTIVE VICE PRESIDENT, CHIEF HUMAN RESOURCES OFFICER",Y,164403.0,2016.0,"BOSTON, MASSACHUSETTS",-71.0588801,42.360082500000004
478,479,CERTIFIED,ETHOS RESEARCH &AMP; DEVELOPMENT LLC,CHIEF EXECUTIVES,CHIEF SCIENTIFIC OFFICER,Y,155958.0,2016.0,"NEWPORT, KENTUCKY",,
479,480,CERTIFIED,SUN BUM LLC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,99986.0,2016.0,"ENCINITAS, CALIFORNIA",-117.2919818,33.0369867
480,481,DENIED,"OAKRIDGE GLOBAL ENERGY SOLUTIONS, INC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,194605.0,2016.0,"PALM BAY, FLORIDA",-80.5886646,28.034462100000006
481,482,CERTIFIED,"LOOK@YOU, INC.",CHIEF EXECUTIVES,"CEO, EXECUTIVE CHAIRMAN",Y,165714.0,2016.0,"SAN ANTONIO, TEXAS",-98.4936282,29.4241219
482,483,CERTIFIED,"OAKRIDGE GLOBAL ENERGY SOLUTIONS, INC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,194605.0,2016.0,"PALM BAY, FLORIDA",-80.5886646,28.034462100000006
483,484,CERTIFIED,MIKE DOLCE MMA INC.,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,82514.0,2016.0,"LAS VEGAS, NEVADA",-115.13982959999998,36.169941200000004
484,485,CERTIFIED,ACENDRE INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,241842.0,2016.0,"ARLINGTON, VIRGINIA",-77.1067698,38.879969700000004
485,486,CERTIFIED,"VENTANA MEDICAL SYSTEMS, INC.",CHIEF EXECUTIVES,"VP, CLINCIAL SCIENCE",Y,149864.0,2016.0,"TUCSON, ARIZONA",-110.926479,32.2217429
486,487,CERTIFIED,LIFESKINS INC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,187200.0,2016.0,"SAUSALITO, CALIFORNIA",-122.4852507,37.8590937
487,488,CERTIFIED,HYDRX SOLUTIONS LLC,CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,228946.0,2016.0,"HOUSTON, TEXAS",-95.36980279999999,29.7604267
488,489,CERTIFIED,"ION AMERICA, LLC",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,97739.0,2016.0,"MOORESTOWN, NEW JERSEY",-74.948886,39.968881700000004
489,490,CERTIFIED,JIVA INFOTECH INC,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,119912.0,2016.0,"DALLAS, TEXAS",-96.7969879,32.7766642
490,491,CERTIFIED,VERDIGRIS LLC,CHIEF EXECUTIVES,MANAGING DIRECTOR,Y,237245.0,2016.0,"CLEVELAND, OHIO",-81.6943605,41.499320000000004
491,492,CERTIFIED,"FAME & PARTNERS, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,164050.0,2016.0,"MANHATTAN BEACH, CALIFORNIA",-118.41090890000001,33.884736100000005
492,493,CERTIFIED,"DEEP SPACE INDUSTRIES, INC.",CHIEF EXECUTIVES,CEO,Y,125000.0,2016.0,"MOFFETT FIELD, CALIFORNIA",-122.0540996,37.4112691
493,494,CERTIFIED,"ELDARION, INC.",CHIEF EXECUTIVES,CHIEF TECHNOLOGY OFFICER,Y,164403.0,2016.0,"BURLINGTON, MASSACHUSETTS",-71.19562049999999,42.5047161
494,495,DENIED,ARRB GROUP INC.,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,137000.0,2016.0,"EXTON, PENNSYLVANIA",-75.6274583,40.0325817
495,496,DENIED,"GLOBAL POVERTY PROJECT, INC",CHIEF EXECUTIVES,CHIEF OF STAFF,Y,187200.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
496,497,CERTIFIED,FUNDTECH CORPORATION,CHIEF EXECUTIVES,VICE PRESIDENT OF ENGINEERING,Y,163000.0,2016.0,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
497,498,CERTIFIED,"GLOBAL POVERTY PROJECT, INC",CHIEF EXECUTIVES,CHIEF OF STAFF,Y,187200.0,2016.0,"NEW YORK, NEW YORK",-74.00594129999999,40.7127837
498,499,CERTIFIED,SABBATICAL HOLDINGS INC,CHIEF EXECUTIVES,CHIEF OPERATIONS OFFICER,Y,116230.0,2016.0,"SAN JUAN, PUERTO RICO",-66.1057355,18.465539399999997
499,500,CERTIFIED,MCLEAREN ROAD PROPERTY OWNER LLC,CHIEF EXECUTIVES,CHIEF EXECUTIVE,Y,103480.0,2016.0,"WASHINGTON, DISTRICT OF COLUMBIA",-77.03687070000001,38.9071923
500,501,CERTIFIED,"FAME & PARTNERS, INC.",CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,117998.0,2016.0,"MANHATTAN BEACH, CALIFORNIA",-118.41090890000001,33.884736100000005
501,502,CERTIFIED,MATILDA MEDIA GROUP LLC,CHIEF EXECUTIVES,MANAGING DIRECTOR,Y,117998.0,2016.0,"LOS ANGELES, CALIFORNIA",-118.24368490000002,34.0522342
502,503,CERTIFIED,"JINDILLI, INC.",CHIEF EXECUTIVES,CHIEF BRAND OFFICER,Y,82930.0,2016.0,"OAKBROOK TERRACE, ILLINOIS",-87.9645077,41.8500302
503,504,CERTIFIED,OUTRIGGER HOTELS HAWAII,CHIEF EXECUTIVES,CHIEF OPERATING OFFICER,Y,202530.0,2016.0,"HONOLULU, HAWAII",-157.8583333,21.3069444
504,505,CERTIFIED,"ALASKA BROADCAST COMMUNICATIONS, INC.",CHIEF EXECUTIVES,GROUP CHIEF EXECUTIVE OFFICER,Y,91458.0,2016.0,"JUNEAU, ALASKA",-134.4197222,58.301944400000004
505,506,CERTIFIED,"QUICKFEE, INC.",CHIEF EXECUTIVES,MANAGING DIRECTOR,Y,117998.0,2016.0,"SANTA MONICA, CALIFORNIA",-118.4911912,34.01945429999999
506,507,CERTIFIED,"NITRO CIRCUS LIVE USA, INC.",CHIEF EXECUTIVES,CHIEF EXECUTIVE OFFICER,Y,215155.2,2016.0,"SAN CLEMENTE, CALIFORNIA",-117.6119925,33.4269728
507,508,DENIED,BRYDGE TECHNOLOGIES INC.,CHIEF EXECUTIVES,CHIEF COMMERCIAL OFFICER,Y,180700.0,2016.0,"PARK CITY, UTAH",-111.49797290000001,40.6460622
508,509,CERTIFIED,MANPOWERGROUP GLOBAL INC,CHIEF EXECUTIVES,VICE PRESIDENT GLOBAL OPERATIONS,Y,152713.6,2016.0,"MILWAUKEE, WISCONSIN",-87.9064736,43.0389025
509,510,CERTIFIED,"EXCEL TRUST, INC.",CHIEF EXECUTIVES,CEO,Y,246522.0,2016.0,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
